# 补充IP列表 - 原文件: 福建电信.txt
# 生成时间: 2026-05-28 17:16:20
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.61.2.x =====
# 已有IP: 75 个, 缺失IP: 179 个
# 规律: 多段线性
#   D∈[1,120] → 6×D+7994
#   D∈[132,132] → -0.5×D+8774.0
#   D∈[141,141] → 14×D+6860
#   D∈[145,251] → 6×D+7988

2-2,rtp://239.61.2.2:8006
5-172,rtp://239.61.5.172:1025
5-173,rtp://239.61.5.173:1025
5-174,rtp://239.61.5.174:1025
5-175,rtp://239.61.5.175:1025
5-176,rtp://239.61.5.176:1025
5-177,rtp://239.61.5.177:1025
5-178,rtp://239.61.5.178:1025
5-179,rtp://239.61.5.179:1025
5-180,rtp://239.61.5.180:1025
5-181,rtp://239.61.5.181:1025
5-182,rtp://239.61.5.182:1025
5-183,rtp://239.61.5.183:1025
5-184,rtp://239.61.5.184:1025
5-185,rtp://239.61.5.185:1025
5-186,rtp://239.61.5.186:1025
5-187,rtp://239.61.5.187:1025
5-188,rtp://239.61.5.188:1025
5-189,rtp://239.61.5.189:1025
5-192,rtp://239.61.5.192:1025
5-193,rtp://239.61.5.193:1025
5-194,rtp://239.61.5.194:1025
5-195,rtp://239.61.5.195:1025
5-197,rtp://239.61.5.197:1025
5-198,rtp://239.61.5.198:1025
5-199,rtp://239.61.5.199:1025
5-200,rtp://239.61.5.200:1025
5-201,rtp://239.61.5.201:1025
5-202,rtp://239.61.5.202:1025
5-203,rtp://239.61.5.203:1025
5-204,rtp://239.61.5.204:1025
5-205,rtp://239.61.5.205:1025
5-206,rtp://239.61.5.206:1025
5-207,rtp://239.61.5.207:1025
5-208,rtp://239.61.5.208:1025
5-209,rtp://239.61.5.209:1025
5-210,rtp://239.61.5.210:1025
5-211,rtp://239.61.5.211:1025
5-212,rtp://239.61.5.212:1025
5-215,rtp://239.61.5.215:1025
5-216,rtp://239.61.5.216:1025
5-218,rtp://239.61.5.218:1025
5-219,rtp://239.61.5.219:1025
5-220,rtp://239.61.5.220:1025
5-221,rtp://239.61.5.221:1025
5-222,rtp://239.61.5.222:1025
5-223,rtp://239.61.5.223:1025
5-224,rtp://239.61.5.224:1025
5-225,rtp://239.61.5.225:1025
5-226,rtp://239.61.5.226:1025
5-227,rtp://239.61.5.227:1025
5-228,rtp://239.61.5.228:1025
5-229,rtp://239.61.5.229:1025
5-230,rtp://239.61.5.230:1025
5-231,rtp://239.61.5.231:1025
5-232,rtp://239.61.5.232:1025
5-233,rtp://239.61.5.233:1025
5-234,rtp://239.61.5.234:1025
5-235,rtp://239.61.5.235:1025
5-236,rtp://239.61.5.236:1025
5-237,rtp://239.61.5.237:1025
5-238,rtp://239.61.5.238:1025
5-239,rtp://239.61.5.239:1025
5-240,rtp://239.61.5.240:1025
5-241,rtp://239.61.5.241:1025
5-242,rtp://239.61.5.242:1025
5-243,rtp://239.61.5.243:1025
5-244,rtp://239.61.5.244:1025
5-245,rtp://239.61.5.245:1025
5-246,rtp://239.61.5.246:1025
5-247,rtp://239.61.5.247:1025
5-248,rtp://239.61.5.248:1025
5-249,rtp://239.61.5.249:1025
5-250,rtp://239.61.5.250:1025
5-251,rtp://239.61.5.251:1025
5-252,rtp://239.61.5.252:1025
5-253,rtp://239.61.5.253:1025
5-254,rtp://239.61.5.254:1025

# ===== 总计补充: 776 个IP =====
