# 补充IP列表 - 原文件: 湖南电信.txt
# 生成时间: 2026-05-28 17:16:21
# 格式: C-D,rtp://A.B.C.D:端口

# ===== 网段: 239.1.0.x =====
# 已有IP: 141 个, 缺失IP: 113 个
# 规律: 固定端口 1025

0-1,rtp://239.1.0.1:1025
245-245,rtp://239.76.245.245:1234
245-246,rtp://239.76.245.246:1234
245-247,rtp://239.76.245.247:1234
245-248,rtp://239.76.245.248:1234
245-249,rtp://239.76.245.249:1234
245-250,rtp://239.76.245.250:1234
245-253,rtp://239.76.245.253:1234

# ===== 网段: 239.76.246.x =====
# 已有IP: 63 个, 缺失IP: 191 个
# 规律: 固定端口 1234

246-1,rtp://239.76.246.1:1234
246-2,rtp://239.76.246.2:1234
246-3,rtp://239.76.246.3:1234
246-4,rtp://239.76.246.4:1234
246-6,rtp://239.76.246.6:1234
246-9,rtp://239.76.246.9:1234
246-10,rtp://239.76.246.10:1234
246-11,rtp://239.76.246.11:1234
246-12,rtp://239.76.246.12:1234
246-13,rtp://239.76.246.13:1234
246-14,rtp://239.76.246.14:1234
246-15,rtp://239.76.246.15:1234
246-16,rtp://239.76.246.16:1234
246-17,rtp://239.76.246.17:1234
246-18,rtp://239.76.246.18:1234
246-19,rtp://239.76.246.19:1234
246-20,rtp://239.76.246.20:1234
246-21,rtp://239.76.246.21:1234
246-22,rtp://239.76.246.22:1234
246-23,rtp://239.76.246.23:1234
246-24,rtp://239.76.246.24:1234
246-25,rtp://239.76.246.25:1234
246-26,rtp://239.76.246.26:1234
246-27,rtp://239.76.246.27:1234
246-28,rtp://239.76.246.28:1234
246-29,rtp://239.76.246.29:1234
246-30,rtp://239.76.246.30:1234
246-31,rtp://239.76.246.31:1234
246-32,rtp://239.76.246.32:1234
246-33,rtp://239.76.246.33:1234
246-34,rtp://239.76.246.34:1234
246-35,rtp://239.76.246.35:1234
246-36,rtp://239.76.246.36:1234
246-37,rtp://239.76.246.37:1234
246-38,rtp://239.76.246.38:1234
246-39,rtp://239.76.246.39:1234
246-40,rtp://239.76.246.40:1234
246-41,rtp://239.76.246.41:1234
246-42,rtp://239.76.246.42:1234
246-43,rtp://239.76.246.43:1234
246-44,rtp://239.76.246.44:1234
246-45,rtp://239.76.246.45:1234
246-46,rtp://239.76.246.46:1234
246-47,rtp://239.76.246.47:1234
246-48,rtp://239.76.246.48:1234
246-49,rtp://239.76.246.49:1234
246-50,rtp://239.76.246.50:1234
246-51,rtp://239.76.246.51:1234
246-52,rtp://239.76.246.52:1234
246-53,rtp://239.76.246.53:1234
246-54,rtp://239.76.246.54:1234
246-55,rtp://239.76.246.55:1234
246-56,rtp://239.76.246.56:1234
246-57,rtp://239.76.246.57:1234
246-58,rtp://239.76.246.58:1234
246-59,rtp://239.76.246.59:1234
246-60,rtp://239.76.246.60:1234
246-62,rtp://239.76.246.62:1234
246-64,rtp://239.76.246.64:1234
246-65,rtp://239.76.246.65:1234
246-66,rtp://239.76.246.66:1234
246-67,rtp://239.76.246.67:1234
246-68,rtp://239.76.246.68:1234
246-69,rtp://239.76.246.69:1234
246-70,rtp://239.76.246.70:1234
246-71,rtp://239.76.246.71:1234
246-72,rtp://239.76.246.72:1234
246-73,rtp://239.76.246.73:1234
246-76,rtp://239.76.246.76:1234
246-77,rtp://239.76.246.77:1234
246-78,rtp://239.76.246.78:1234
246-79,rtp://239.76.246.79:1234
246-80,rtp://239.76.246.80:1234
246-81,rtp://239.76.246.81:1234
246-82,rtp://239.76.246.82:1234
246-83,rtp://239.76.246.83:1234
246-84,rtp://239.76.246.84:1234
246-85,rtp://239.76.246.85:1234
246-89,rtp://239.76.246.89:1234
246-90,rtp://239.76.246.90:1234
246-99,rtp://239.76.246.99:1234
246-111,rtp://239.76.246.111:1234
246-112,rtp://239.76.246.112:1234
246-113,rtp://239.76.246.113:1234
246-114,rtp://239.76.246.114:1234
246-115,rtp://239.76.246.115:1234
246-116,rtp://239.76.246.116:1234
246-117,rtp://239.76.246.117:1234
246-118,rtp://239.76.246.118:1234
246-119,rtp://239.76.246.119:1234
246-120,rtp://239.76.246.120:1234
246-123,rtp://239.76.246.123:1234
246-124,rtp://239.76.246.124:1234
246-125,rtp://239.76.246.125:1234
246-126,rtp://239.76.246.126:1234
246-127,rtp://239.76.246.127:1234
246-128,rtp://239.76.246.128:1234
246-129,rtp://239.76.246.129:1234
246-130,rtp://239.76.246.130:1234
246-131,rtp://239.76.246.131:1234
246-132,rtp://239.76.246.132:1234
246-133,rtp://239.76.246.133:1234
246-136,rtp://239.76.246.136:1234
246-137,rtp://239.76.246.137:1234
246-138,rtp://239.76.246.138:1234
246-139,rtp://239.76.246.139:1234
246-140,rtp://239.76.246.140:1234
246-141,rtp://239.76.246.141:1234
246-142,rtp://239.76.246.142:1234
246-143,rtp://239.76.246.143:1234
246-144,rtp://239.76.246.144:1234
246-145,rtp://239.76.246.145:1234
246-146,rtp://239.76.246.146:1234
246-147,rtp://239.76.246.147:1234
246-148,rtp://239.76.246.148:1234
246-149,rtp://239.76.246.149:1234
246-161,rtp://239.76.246.161:1234
246-163,rtp://239.76.246.163:1234
246-165,rtp://239.76.246.165:1234
246-166,rtp://239.76.246.166:1234
246-167,rtp://239.76.246.167:1234
246-169,rtp://239.76.246.169:1234
246-170,rtp://239.76.246.170:1234
246-171,rtp://239.76.246.171:1234
246-172,rtp://239.76.246.172:1234
246-173,rtp://239.76.246.173:1234
246-174,rtp://239.76.246.174:1234
246-175,rtp://239.76.246.175:1234
246-176,rtp://239.76.246.176:1234
246-177,rtp://239.76.246.177:1234
246-178,rtp://239.76.246.178:1234
246-179,rtp://239.76.246.179:1234
246-180,rtp://239.76.246.180:1234
246-183,rtp://239.76.246.183:1234
246-187,rtp://239.76.246.187:1234
246-189,rtp://239.76.246.189:1234
246-190,rtp://239.76.246.190:1234
246-191,rtp://239.76.246.191:1234
246-192,rtp://239.76.246.192:1234
246-194,rtp://239.76.246.194:1234
246-196,rtp://239.76.246.196:1234
246-197,rtp://239.76.246.197:1234
246-198,rtp://239.76.246.198:1234
246-199,rtp://239.76.246.199:1234
246-204,rtp://239.76.246.204:1234
246-205,rtp://239.76.246.205:1234
246-206,rtp://239.76.246.206:1234
246-207,rtp://239.76.246.207:1234
246-208,rtp://239.76.246.208:1234
246-209,rtp://239.76.246.209:1234
246-210,rtp://239.76.246.210:1234
246-211,rtp://239.76.246.211:1234
246-212,rtp://239.76.246.212:1234
246-213,rtp://239.76.246.213:1234
246-215,rtp://239.76.246.215:1234
246-216,rtp://239.76.246.216:1234
246-217,rtp://239.76.246.217:1234
246-218,rtp://239.76.246.218:1234
246-219,rtp://239.76.246.219:1234
246-220,rtp://239.76.246.220:1234
246-221,rtp://239.76.246.221:1234
246-222,rtp://239.76.246.222:1234
246-223,rtp://239.76.246.223:1234
246-224,rtp://239.76.246.224:1234
246-225,rtp://239.76.246.225:1234
246-226,rtp://239.76.246.226:1234
246-227,rtp://239.76.246.227:1234
246-228,rtp://239.76.246.228:1234
246-229,rtp://239.76.246.229:1234
246-232,rtp://239.76.246.232:1234
246-233,rtp://239.76.246.233:1234
246-234,rtp://239.76.246.234:1234
246-235,rtp://239.76.246.235:1234
246-236,rtp://239.76.246.236:1234
246-237,rtp://239.76.246.237:1234
246-238,rtp://239.76.246.238:1234
246-239,rtp://239.76.246.239:1234
246-240,rtp://239.76.246.240:1234
246-241,rtp://239.76.246.241:1234
246-242,rtp://239.76.246.242:1234
246-243,rtp://239.76.246.243:1234
246-244,rtp://239.76.246.244:1234
246-245,rtp://239.76.246.245:1234
246-247,rtp://239.76.246.247:1234
246-248,rtp://239.76.246.248:1234
246-249,rtp://239.76.246.249:1234
246-250,rtp://239.76.246.250:1234
246-251,rtp://239.76.246.251:1234
246-252,rtp://239.76.246.252:1234
246-253,rtp://239.76.246.253:1234
246-254,rtp://239.76.246.254:1234

# ===== 网段: 239.76.247.x =====
# 已有IP: 2 个, 缺失IP: 252 个
# 规律: 固定端口 1234

247-1,rtp://239.76.247.1:1234
247-2,rtp://239.76.247.2:1234
247-3,rtp://239.76.247.3:1234
247-4,rtp://239.76.247.4:1234
247-5,rtp://239.76.247.5:1234
247-6,rtp://239.76.247.6:1234
247-7,rtp://239.76.247.7:1234
247-8,rtp://239.76.247.8:1234
247-9,rtp://239.76.247.9:1234
247-10,rtp://239.76.247.10:1234
247-11,rtp://239.76.247.11:1234
247-12,rtp://239.76.247.12:1234
247-13,rtp://239.76.247.13:1234
247-14,rtp://239.76.247.14:1234
247-15,rtp://239.76.247.15:1234
247-16,rtp://239.76.247.16:1234
247-17,rtp://239.76.247.17:1234
247-18,rtp://239.76.247.18:1234
247-19,rtp://239.76.247.19:1234
247-20,rtp://239.76.247.20:1234
247-21,rtp://239.76.247.21:1234
247-22,rtp://239.76.247.22:1234
247-23,rtp://239.76.247.23:1234
247-24,rtp://239.76.247.24:1234
247-25,rtp://239.76.247.25:1234
247-26,rtp://239.76.247.26:1234
247-27,rtp://239.76.247.27:1234
247-28,rtp://239.76.247.28:1234
247-29,rtp://239.76.247.29:1234
247-30,rtp://239.76.247.30:1234
247-31,rtp://239.76.247.31:1234
247-32,rtp://239.76.247.32:1234
247-33,rtp://239.76.247.33:1234
247-34,rtp://239.76.247.34:1234
247-35,rtp://239.76.247.35:1234
247-36,rtp://239.76.247.36:1234
247-37,rtp://239.76.247.37:1234
247-38,rtp://239.76.247.38:1234
247-39,rtp://239.76.247.39:1234
247-40,rtp://239.76.247.40:1234
247-41,rtp://239.76.247.41:1234
247-42,rtp://239.76.247.42:1234
247-43,rtp://239.76.247.43:1234
247-44,rtp://239.76.247.44:1234
247-45,rtp://239.76.247.45:1234
247-46,rtp://239.76.247.46:1234
247-47,rtp://239.76.247.47:1234
247-48,rtp://239.76.247.48:1234
247-49,rtp://239.76.247.49:1234
247-50,rtp://239.76.247.50:1234
247-51,rtp://239.76.247.51:1234
247-52,rtp://239.76.247.52:1234
247-53,rtp://239.76.247.53:1234
247-54,rtp://239.76.247.54:1234
247-55,rtp://239.76.247.55:1234
247-56,rtp://239.76.247.56:1234
247-57,rtp://239.76.247.57:1234
247-58,rtp://239.76.247.58:1234
247-59,rtp://239.76.247.59:1234
247-60,rtp://239.76.247.60:1234
247-61,rtp://239.76.247.61:1234
247-62,rtp://239.76.247.62:1234
247-63,rtp://239.76.247.63:1234
247-64,rtp://239.76.247.64:1234
247-65,rtp://239.76.247.65:1234
247-66,rtp://239.76.247.66:1234
247-67,rtp://239.76.247.67:1234
247-68,rtp://239.76.247.68:1234
247-69,rtp://239.76.247.69:1234
247-70,rtp://239.76.247.70:1234
247-71,rtp://239.76.247.71:1234
247-72,rtp://239.76.247.72:1234
247-73,rtp://239.76.247.73:1234
247-74,rtp://239.76.247.74:1234
247-75,rtp://239.76.247.75:1234
247-76,rtp://239.76.247.76:1234
247-77,rtp://239.76.247.77:1234
247-78,rtp://239.76.247.78:1234
247-79,rtp://239.76.247.79:1234
247-80,rtp://239.76.247.80:1234
247-81,rtp://239.76.247.81:1234
247-82,rtp://239.76.247.82:1234
247-83,rtp://239.76.247.83:1234
247-84,rtp://239.76.247.84:1234
247-85,rtp://239.76.247.85:1234
247-86,rtp://239.76.247.86:1234
247-87,rtp://239.76.247.87:1234
247-88,rtp://239.76.247.88:1234
247-89,rtp://239.76.247.89:1234
247-90,rtp://239.76.247.90:1234
247-91,rtp://239.76.247.91:1234
247-92,rtp://239.76.247.92:1234
247-93,rtp://239.76.247.93:1234
247-94,rtp://239.76.247.94:1234
247-95,rtp://239.76.247.95:1234
247-96,rtp://239.76.247.96:1234
247-97,rtp://239.76.247.97:1234
247-98,rtp://239.76.247.98:1234
247-99,rtp://239.76.247.99:1234
247-100,rtp://239.76.247.100:1234
247-101,rtp://239.76.247.101:1234
247-102,rtp://239.76.247.102:1234
247-103,rtp://239.76.247.103:1234
247-104,rtp://239.76.247.104:1234
247-105,rtp://239.76.247.105:1234
247-106,rtp://239.76.247.106:1234
247-107,rtp://239.76.247.107:1234
247-108,rtp://239.76.247.108:1234
247-109,rtp://239.76.247.109:1234
247-110,rtp://239.76.247.110:1234
247-111,rtp://239.76.247.111:1234
247-112,rtp://239.76.247.112:1234
247-113,rtp://239.76.247.113:1234
247-114,rtp://239.76.247.114:1234
247-115,rtp://239.76.247.115:1234
247-116,rtp://239.76.247.116:1234
247-117,rtp://239.76.247.117:1234
247-118,rtp://239.76.247.118:1234
247-119,rtp://239.76.247.119:1234
247-120,rtp://239.76.247.120:1234
247-121,rtp://239.76.247.121:1234
247-122,rtp://239.76.247.122:1234
247-123,rtp://239.76.247.123:1234
247-124,rtp://239.76.247.124:1234
247-125,rtp://239.76.247.125:1234
247-126,rtp://239.76.247.126:1234
247-127,rtp://239.76.247.127:1234
247-128,rtp://239.76.247.128:1234
247-129,rtp://239.76.247.129:1234
247-130,rtp://239.76.247.130:1234
247-131,rtp://239.76.247.131:1234
247-132,rtp://239.76.247.132:1234
247-133,rtp://239.76.247.133:1234
247-134,rtp://239.76.247.134:1234
247-135,rtp://239.76.247.135:1234
247-136,rtp://239.76.247.136:1234
247-137,rtp://239.76.247.137:1234
247-138,rtp://239.76.247.138:1234
247-139,rtp://239.76.247.139:1234
247-140,rtp://239.76.247.140:1234
247-141,rtp://239.76.247.141:1234
247-142,rtp://239.76.247.142:1234
247-143,rtp://239.76.247.143:1234
247-144,rtp://239.76.247.144:1234
247-145,rtp://239.76.247.145:1234
247-146,rtp://239.76.247.146:1234
247-147,rtp://239.76.247.147:1234
247-148,rtp://239.76.247.148:1234
247-149,rtp://239.76.247.149:1234
247-150,rtp://239.76.247.150:1234
247-151,rtp://239.76.247.151:1234
247-152,rtp://239.76.247.152:1234
247-153,rtp://239.76.247.153:1234
247-154,rtp://239.76.247.154:1234
247-155,rtp://239.76.247.155:1234
247-156,rtp://239.76.247.156:1234
247-157,rtp://239.76.247.157:1234
247-158,rtp://239.76.247.158:1234
247-159,rtp://239.76.247.159:1234
247-160,rtp://239.76.247.160:1234
247-161,rtp://239.76.247.161:1234
247-162,rtp://239.76.247.162:1234
247-163,rtp://239.76.247.163:1234
247-164,rtp://239.76.247.164:1234
247-165,rtp://239.76.247.165:1234
247-166,rtp://239.76.247.166:1234
247-167,rtp://239.76.247.167:1234
247-168,rtp://239.76.247.168:1234
247-169,rtp://239.76.247.169:1234
247-170,rtp://239.76.247.170:1234
247-171,rtp://239.76.247.171:1234
247-172,rtp://239.76.247.172:1234
247-173,rtp://239.76.247.173:1234
247-174,rtp://239.76.247.174:1234
247-175,rtp://239.76.247.175:1234
247-176,rtp://239.76.247.176:1234
247-177,rtp://239.76.247.177:1234
247-178,rtp://239.76.247.178:1234
247-179,rtp://239.76.247.179:1234
247-180,rtp://239.76.247.180:1234
247-181,rtp://239.76.247.181:1234
247-182,rtp://239.76.247.182:1234
247-183,rtp://239.76.247.183:1234
247-184,rtp://239.76.247.184:1234
247-185,rtp://239.76.247.185:1234
247-186,rtp://239.76.247.186:1234
247-187,rtp://239.76.247.187:1234
247-188,rtp://239.76.247.188:1234
247-189,rtp://239.76.247.189:1234
247-190,rtp://239.76.247.190:1234
247-191,rtp://239.76.247.191:1234
247-192,rtp://239.76.247.192:1234
247-193,rtp://239.76.247.193:1234
247-194,rtp://239.76.247.194:1234
247-195,rtp://239.76.247.195:1234
247-196,rtp://239.76.247.196:1234
247-197,rtp://239.76.247.197:1234
247-198,rtp://239.76.247.198:1234
247-199,rtp://239.76.247.199:1234
247-200,rtp://239.76.247.200:1234
247-201,rtp://239.76.247.201:1234
247-202,rtp://239.76.247.202:1234
247-203,rtp://239.76.247.203:1234
247-204,rtp://239.76.247.204:1234
247-205,rtp://239.76.247.205:1234
247-206,rtp://239.76.247.206:1234
247-208,rtp://239.76.247.208:1234
247-209,rtp://239.76.247.209:1234
247-211,rtp://239.76.247.211:1234
247-212,rtp://239.76.247.212:1234
247-213,rtp://239.76.247.213:1234
247-214,rtp://239.76.247.214:1234
247-215,rtp://239.76.247.215:1234
247-216,rtp://239.76.247.216:1234
247-217,rtp://239.76.247.217:1234
247-218,rtp://239.76.247.218:1234
247-219,rtp://239.76.247.219:1234
247-220,rtp://239.76.247.220:1234
247-221,rtp://239.76.247.221:1234
247-222,rtp://239.76.247.222:1234
247-223,rtp://239.76.247.223:1234
247-224,rtp://239.76.247.224:1234
247-225,rtp://239.76.247.225:1234
247-226,rtp://239.76.247.226:1234
247-227,rtp://239.76.247.227:1234
247-228,rtp://239.76.247.228:1234
247-229,rtp://239.76.247.229:1234
247-230,rtp://239.76.247.230:1234
247-231,rtp://239.76.247.231:1234
247-232,rtp://239.76.247.232:1234
247-233,rtp://239.76.247.233:1234
247-234,rtp://239.76.247.234:1234
247-235,rtp://239.76.247.235:1234
247-236,rtp://239.76.247.236:1234
247-237,rtp://239.76.247.237:1234
247-238,rtp://239.76.247.238:1234
247-239,rtp://239.76.247.239:1234
247-240,rtp://239.76.247.240:1234
247-241,rtp://239.76.247.241:1234
247-242,rtp://239.76.247.242:1234
247-243,rtp://239.76.247.243:1234
247-244,rtp://239.76.247.244:1234
247-245,rtp://239.76.247.245:1234
247-246,rtp://239.76.247.246:1234
247-247,rtp://239.76.247.247:1234
247-248,rtp://239.76.247.248:1234
247-249,rtp://239.76.247.249:1234
247-250,rtp://239.76.247.250:1234
247-251,rtp://239.76.247.251:1234
247-252,rtp://239.76.247.252:1234
247-253,rtp://239.76.247.253:1234
247-254,rtp://239.76.247.254:1234

# ===== 网段: 239.76.248.x =====
# 已有IP: 39 个, 缺失IP: 215 个
# 规律: 固定端口 1234

248-2,rtp://239.76.248.2:1234
248-3,rtp://239.76.248.3:1234
248-5,rtp://239.76.248.5:1234
248-6,rtp://239.76.248.6:1234
248-9,rtp://239.76.248.9:1234
248-17,rtp://239.76.248.17:1234
248-40,rtp://239.76.248.40:1234
248-46,rtp://239.76.248.46:1234
248-47,rtp://239.76.248.47:1234
248-48,rtp://239.76.248.48:1234
248-49,rtp://239.76.248.49:1234
248-50,rtp://239.76.248.50:1234
248-51,rtp://239.76.248.51:1234
248-52,rtp://239.76.248.52:1234
248-53,rtp://239.76.248.53:1234
248-54,rtp://239.76.248.54:1234
248-55,rtp://239.76.248.55:1234
248-56,rtp://239.76.248.56:1234
248-58,rtp://239.76.248.58:1234
248-59,rtp://239.76.248.59:1234
248-60,rtp://239.76.248.60:1234
248-61,rtp://239.76.248.61:1234
248-62,rtp://239.76.248.62:1234
248-63,rtp://239.76.248.63:1234
248-64,rtp://239.76.248.64:1234
248-65,rtp://239.76.248.65:1234
248-66,rtp://239.76.248.66:1234
248-67,rtp://239.76.248.67:1234
248-68,rtp://239.76.248.68:1234
248-69,rtp://239.76.248.69:1234
248-70,rtp://239.76.248.70:1234
248-71,rtp://239.76.248.71:1234
248-72,rtp://239.76.248.72:1234
248-73,rtp://239.76.248.73:1234
248-74,rtp://239.76.248.74:1234
248-75,rtp://239.76.248.75:1234
248-76,rtp://239.76.248.76:1234
248-77,rtp://239.76.248.77:1234
248-78,rtp://239.76.248.78:1234
248-79,rtp://239.76.248.79:1234
248-80,rtp://239.76.248.80:1234
248-81,rtp://239.76.248.81:1234
248-82,rtp://239.76.248.82:1234
248-83,rtp://239.76.248.83:1234
248-84,rtp://239.76.248.84:1234
248-85,rtp://239.76.248.85:1234
248-86,rtp://239.76.248.86:1234
248-87,rtp://239.76.248.87:1234
248-88,rtp://239.76.248.88:1234
248-89,rtp://239.76.248.89:1234
248-90,rtp://239.76.248.90:1234
248-91,rtp://239.76.248.91:1234
248-92,rtp://239.76.248.92:1234
248-93,rtp://239.76.248.93:1234
248-94,rtp://239.76.248.94:1234
248-95,rtp://239.76.248.95:1234
248-96,rtp://239.76.248.96:1234
248-97,rtp://239.76.248.97:1234
248-98,rtp://239.76.248.98:1234
248-99,rtp://239.76.248.99:1234
248-100,rtp://239.76.248.100:1234
248-101,rtp://239.76.248.101:1234
248-102,rtp://239.76.248.102:1234
248-103,rtp://239.76.248.103:1234
248-104,rtp://239.76.248.104:1234
248-105,rtp://239.76.248.105:1234
248-106,rtp://239.76.248.106:1234
248-107,rtp://239.76.248.107:1234
248-108,rtp://239.76.248.108:1234
248-109,rtp://239.76.248.109:1234
248-110,rtp://239.76.248.110:1234
248-111,rtp://239.76.248.111:1234
248-112,rtp://239.76.248.112:1234
248-113,rtp://239.76.248.113:1234
248-114,rtp://239.76.248.114:1234
248-115,rtp://239.76.248.115:1234
248-116,rtp://239.76.248.116:1234
248-117,rtp://239.76.248.117:1234
248-118,rtp://239.76.248.118:1234
248-119,rtp://239.76.248.119:1234
248-120,rtp://239.76.248.120:1234
248-121,rtp://239.76.248.121:1234
248-122,rtp://239.76.248.122:1234
248-123,rtp://239.76.248.123:1234
248-124,rtp://239.76.248.124:1234
248-125,rtp://239.76.248.125:1234
248-126,rtp://239.76.248.126:1234
248-127,rtp://239.76.248.127:1234
248-128,rtp://239.76.248.128:1234
248-129,rtp://239.76.248.129:1234
248-130,rtp://239.76.248.130:1234
248-131,rtp://239.76.248.131:1234
248-132,rtp://239.76.248.132:1234
248-133,rtp://239.76.248.133:1234
248-134,rtp://239.76.248.134:1234
248-135,rtp://239.76.248.135:1234
248-136,rtp://239.76.248.136:1234
248-137,rtp://239.76.248.137:1234
248-138,rtp://239.76.248.138:1234
248-139,rtp://239.76.248.139:1234
248-140,rtp://239.76.248.140:1234
248-141,rtp://239.76.248.141:1234
248-142,rtp://239.76.248.142:1234
248-143,rtp://239.76.248.143:1234
248-144,rtp://239.76.248.144:1234
248-145,rtp://239.76.248.145:1234
248-146,rtp://239.76.248.146:1234
248-147,rtp://239.76.248.147:1234
248-148,rtp://239.76.248.148:1234
248-149,rtp://239.76.248.149:1234
248-150,rtp://239.76.248.150:1234
248-151,rtp://239.76.248.151:1234
248-152,rtp://239.76.248.152:1234
248-153,rtp://239.76.248.153:1234
248-154,rtp://239.76.248.154:1234
248-155,rtp://239.76.248.155:1234
248-156,rtp://239.76.248.156:1234
248-157,rtp://239.76.248.157:1234
248-158,rtp://239.76.248.158:1234
248-159,rtp://239.76.248.159:1234
248-160,rtp://239.76.248.160:1234
248-161,rtp://239.76.248.161:1234
248-162,rtp://239.76.248.162:1234
248-163,rtp://239.76.248.163:1234
248-164,rtp://239.76.248.164:1234
248-165,rtp://239.76.248.165:1234
248-166,rtp://239.76.248.166:1234
248-167,rtp://239.76.248.167:1234
248-168,rtp://239.76.248.168:1234
248-169,rtp://239.76.248.169:1234
248-170,rtp://239.76.248.170:1234
248-171,rtp://239.76.248.171:1234
248-172,rtp://239.76.248.172:1234
248-173,rtp://239.76.248.173:1234
248-174,rtp://239.76.248.174:1234
248-175,rtp://239.76.248.175:1234
248-176,rtp://239.76.248.176:1234
248-177,rtp://239.76.248.177:1234
248-178,rtp://239.76.248.178:1234
248-179,rtp://239.76.248.179:1234
248-180,rtp://239.76.248.180:1234
248-181,rtp://239.76.248.181:1234
248-182,rtp://239.76.248.182:1234
248-183,rtp://239.76.248.183:1234
248-184,rtp://239.76.248.184:1234
248-185,rtp://239.76.248.185:1234
248-186,rtp://239.76.248.186:1234
248-187,rtp://239.76.248.187:1234
248-188,rtp://239.76.248.188:1234
248-189,rtp://239.76.248.189:1234
248-190,rtp://239.76.248.190:1234
248-191,rtp://239.76.248.191:1234
248-192,rtp://239.76.248.192:1234
248-193,rtp://239.76.248.193:1234
248-194,rtp://239.76.248.194:1234
248-195,rtp://239.76.248.195:1234
248-196,rtp://239.76.248.196:1234
248-197,rtp://239.76.248.197:1234
248-198,rtp://239.76.248.198:1234
248-199,rtp://239.76.248.199:1234
248-200,rtp://239.76.248.200:1234
248-201,rtp://239.76.248.201:1234
248-202,rtp://239.76.248.202:1234
248-203,rtp://239.76.248.203:1234
248-204,rtp://239.76.248.204:1234
248-205,rtp://239.76.248.205:1234
248-206,rtp://239.76.248.206:1234
248-207,rtp://239.76.248.207:1234
248-208,rtp://239.76.248.208:1234
248-209,rtp://239.76.248.209:1234
248-210,rtp://239.76.248.210:1234
248-211,rtp://239.76.248.211:1234
248-212,rtp://239.76.248.212:1234
248-213,rtp://239.76.248.213:1234
248-214,rtp://239.76.248.214:1234
248-215,rtp://239.76.248.215:1234
248-216,rtp://239.76.248.216:1234
248-217,rtp://239.76.248.217:1234
248-218,rtp://239.76.248.218:1234
248-219,rtp://239.76.248.219:1234
248-220,rtp://239.76.248.220:1234
248-221,rtp://239.76.248.221:1234
248-222,rtp://239.76.248.222:1234
248-223,rtp://239.76.248.223:1234
248-224,rtp://239.76.248.224:1234
248-225,rtp://239.76.248.225:1234
248-226,rtp://239.76.248.226:1234
248-227,rtp://239.76.248.227:1234
248-228,rtp://239.76.248.228:1234
248-229,rtp://239.76.248.229:1234
248-230,rtp://239.76.248.230:1234
248-231,rtp://239.76.248.231:1234
248-232,rtp://239.76.248.232:1234
248-233,rtp://239.76.248.233:1234
248-234,rtp://239.76.248.234:1234
248-235,rtp://239.76.248.235:1234
248-236,rtp://239.76.248.236:1234
248-237,rtp://239.76.248.237:1234
248-238,rtp://239.76.248.238:1234
248-239,rtp://239.76.248.239:1234
248-240,rtp://239.76.248.240:1234
248-241,rtp://239.76.248.241:1234
248-242,rtp://239.76.248.242:1234
248-243,rtp://239.76.248.243:1234
248-244,rtp://239.76.248.244:1234
248-245,rtp://239.76.248.245:1234
248-246,rtp://239.76.248.246:1234
248-247,rtp://239.76.248.247:1234
248-248,rtp://239.76.248.248:1234
248-249,rtp://239.76.248.249:1234
248-250,rtp://239.76.248.250:1234
248-251,rtp://239.76.248.251:1234
248-252,rtp://239.76.248.252:1234
248-253,rtp://239.76.248.253:1234
248-254,rtp://239.76.248.254:1234

# ===== 网段: 239.76.251.x =====
# 已有IP: 8 个, 缺失IP: 246 个
# 规律: 固定端口 9000

251-1,rtp://239.76.251.1:9000
251-2,rtp://239.76.251.2:9000
251-3,rtp://239.76.251.3:9000
251-4,rtp://239.76.251.4:9000
251-5,rtp://239.76.251.5:9000
251-6,rtp://239.76.251.6:9000
251-7,rtp://239.76.251.7:9000
251-8,rtp://239.76.251.8:9000
251-9,rtp://239.76.251.9:9000
251-10,rtp://239.76.251.10:9000
251-11,rtp://239.76.251.11:9000
251-12,rtp://239.76.251.12:9000
251-13,rtp://239.76.251.13:9000
251-14,rtp://239.76.251.14:9000
251-15,rtp://239.76.251.15:9000
251-16,rtp://239.76.251.16:9000
251-17,rtp://239.76.251.17:9000
251-18,rtp://239.76.251.18:9000
251-19,rtp://239.76.251.19:9000
251-20,rtp://239.76.251.20:9000
251-21,rtp://239.76.251.21:9000
251-22,rtp://239.76.251.22:9000
251-23,rtp://239.76.251.23:9000
251-24,rtp://239.76.251.24:9000
251-25,rtp://239.76.251.25:9000
251-26,rtp://239.76.251.26:9000
251-27,rtp://239.76.251.27:9000
251-28,rtp://239.76.251.28:9000
251-29,rtp://239.76.251.29:9000
251-30,rtp://239.76.251.30:9000
251-31,rtp://239.76.251.31:9000
251-32,rtp://239.76.251.32:9000
251-33,rtp://239.76.251.33:9000
251-34,rtp://239.76.251.34:9000
251-35,rtp://239.76.251.35:9000
251-36,rtp://239.76.251.36:9000
251-37,rtp://239.76.251.37:9000
251-38,rtp://239.76.251.38:9000
251-39,rtp://239.76.251.39:9000
251-40,rtp://239.76.251.40:9000
251-41,rtp://239.76.251.41:9000
251-42,rtp://239.76.251.42:9000
251-43,rtp://239.76.251.43:9000
251-44,rtp://239.76.251.44:9000
251-45,rtp://239.76.251.45:9000
251-46,rtp://239.76.251.46:9000
251-47,rtp://239.76.251.47:9000
251-48,rtp://239.76.251.48:9000
251-49,rtp://239.76.251.49:9000
251-50,rtp://239.76.251.50:9000
251-51,rtp://239.76.251.51:9000
